age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
55,225875,85269,4350074,5,Low,6.098627178501565,5.111808451042815,65,Luxury,42114098.29869771,Medium
35,158174,61076,3138749,0,High,7.349047955255065,4.112183562330625,48,Normal,30939412.126302578,Medium
29,90036,42298,318325,4,High,9.064183913877217,5.11146118319031,63,Luxury,69110427.97024971,High
56,224085,177580,4318791,1,Medium,8.973530087831065,5.501411167145408,65,Normal,86266012.66376211,Medium
48,161434,41917,4917470,4,Medium,12.680628667145838,6.213575084130307,56,Luxury,20368153.755331624,Low
56,25852,13530,1793541,2,High,10.546298133877485,5.219221219951274,61,Aggressive,5234732.172445826,Low
30,167966,48053,3871066,2,High,6.633301287770865,7.934852595691995,46,Normal,48913529.878559455,Medium
32,136358,75937,180158,4,High,13.984906128741624,6.85712222304838,62,Normal,166601501.0776853,High
59,91952,49860,2798429,1,Low,7.8018296859174745,5.522900808615633,64,Aggressive,19570734.976910695,Low
47,56433,30373,3288095,4,Low,7.620372938942336,6.842779944473765,57,Luxury,17662848.301944856,Low
46,143294,19792,2664237,1,High,7.242478099036345,6.12951231412211,58,Normal,12123972.979691947,Medium
34,147430,19712,2048386,0,High,13.197132887602487,6.775080790613096,57,Aggressive,26709136.3649442,Medium
26,56096,31103,388038,2,High,9.886431734096984,4.440886564336825,70,Aggressive,63128827.6267524,Medium
30,286761,127566,2007580,2,Low,10.043309678970443,4.910352972820053,50,Aggressive,99821285.18533303,Medium
60,169205,42817,1394009,5,Low,8.596248631767502,4.232494277124873,67,Normal,17169569.39321368,Medium
38,214871,98603,1421962,0,Medium,9.656223013920808,7.296618092573212,67,Aggressive,228037544.70410174,Medium
58,197689,77915,915592,2,High,12.154264336669858,6.981085716800412,69,Aggressive,49104279.35371625,High
29,169707,76931,3029330,1,Low,6.561260693454101,7.394837170873009,55,Normal,147499698.7197903,Medium
50,42759,33075,314184,1,Low,11.44030120745447,7.160494517846144,61,Luxury,21232586.773886636,Medium
33,129790,90345,2551643,2,Medium,6.825360305197222,7.437865877449391,55,Normal,131367393.57180737,Medium
41,140381,53247,3583817,0,High,10.74681917186641,7.35552120026211,49,Normal,28184574.110095788,Low
40,94313,19604,1366212,2,Low,12.089801223650296,7.190296797672999,52,Aggressive,13531054.079422185,Medium
60,165759,66233,4183505,4,Medium,10.821821341023536,5.198241349987774,66,Aggressive,26930632.831115488,Low
39,207522,78663,3865200,1,Medium,13.047191931527834,4.563308704826817,55,Normal,48190433.74142971,Medium
35,293288,168216,3670293,5,High,9.325878656453273,7.25918121801423,58,Normal,252919046.61326435,Medium
46,211689,146227,1119363,0,High,10.830428715340156,4.863766022107468,61,Normal,89439751.73088418,High
45,140091,48716,231797,4,High,9.266456600866606,7.061548632166168,61,Luxury,43544089.53144413,High
34,170203,113134,1480783,4,High,13.1919688716565,7.106849688467394,62,Normal,232058390.813909,Medium
35,91684,38462,2640875,3,Low,6.5258728281714165,4.416924218159405,66,Luxury,44060649.9613733,Low
39,148412,79294,4701260,1,High,6.633554232751342,6.7048466362929995,55,Luxury,67190506.70955884,Low
55,34346,16850,2547827,4,High,12.82990020129198,6.123345773947507,60,Aggressive,6804180.5324186385,Low
22,70871,53988,220001,2,Low,10.106823005687595,7.278823123051401,70,Aggressive,472161443.71012974,High
45,207618,16669,3446359,1,Low,11.262500956314728,4.541773781870653,68,Aggressive,13889854.194022205,Medium
56,135987,81506,3474042,4,Medium,12.403718564599075,7.952301066392518,65,Normal,48685313.506688245,Low
44,73128,55748,2317404,0,Low,13.32547741169082,4.594476694909952,66,Normal,44930688.868006974,Low
41,249351,63636,74754,0,Low,11.712162259422382,7.764041129967657,70,Aggressive,166942275.25511885,High
28,123694,38037,4302960,3,Medium,13.784550179203565,7.0249384611548225,68,Luxury,172475329.3178623,Low
49,275007,88626,2629177,3,High,9.417682838019921,7.7263242642493495,65,Aggressive,87464510.00082308,Medium
21,24736,14502,3528598,3,High,7.156650311867154,7.895604573305275,66,Luxury,132959089.95446631,Low
40,27841,22244,2560640,1,High,10.386625217106864,6.423003157873948,65,Luxury,31638937.807231773,Low
31,91526,31650,1036661,2,Low,10.977664269071871,7.791569298535303,61,Normal,90165170.91829942,Medium
40,235201,142725,3097571,5,Medium,12.798789037551934,6.924886804419322,62,Aggressive,186790544.4760149,Medium
50,175799,90617,1117498,1,Medium,9.031726011905313,4.839301091682362,55,Normal,34431149.35538516,Medium
31,216091,60632,1180134,5,Medium,6.327049926831696,6.317357813292427,55,Luxury,79126753.89673783,High
23,192328,94730,868286,1,Low,10.281836731109786,5.554698406413181,63,Aggressive,247008307.7411444,High
34,36040,15040,4486412,0,High,10.523480276687224,7.617576751459297,70,Normal,63411000.38699168,Low
37,297857,11547,3907139,2,High,13.193331946297882,4.741364217127622,66,Aggressive,13274524.646328628,Medium
36,243366,23074,1717018,2,High,10.194138914783002,7.5785747396227,48,Luxury,16632348.549376875,Medium
49,209897,72272,96398,5,Low,6.998040661500985,7.130963896676757,65,Normal,65272692.38117848,High
39,271415,137132,314119,5,Low,12.915973372744729,7.1165516698619005,47,Aggressive,71303809.13430285,High
58,63416,46922,1258926,3,Low,9.910077113653998,6.201291717870227,67,Aggressive,24191676.231627136,Medium
47,288542,139577,2651350,1,High,8.977625207842134,5.376472608883226,52,Luxury,54406826.97451546,Medium
29,63157,12925,3946137,0,Medium,10.648852932714533,6.135881439731412,49,Normal,12758406.241204692,Low
35,272121,150411,1359612,1,Low,10.667623953884355,7.993093250798795,50,Luxury,143001491.2401149,High
59,31777,11598,2958307,5,High,11.694766232118429,6.582631102300878,64,Luxury,4785601.638224946,Low
47,216786,142288,4128357,3,Low,8.153729958507057,5.871982237314084,56,Luxury,71337671.49747948,Medium
42,80201,34300,3359174,4,Medium,13.048581809280659,5.2008569600310075,62,Normal,28366184.685339056,Low
23,76639,23480,3507051,4,Low,12.226245732530725,5.053023399241338,49,Luxury,25377088.734938435,Low
59,53850,18388,1550518,0,Low,13.921251669234113,4.513679051058584,68,Normal,8207558.232145324,Low
45,196697,65468,752036,1,Medium,8.906619290583482,7.52864384190206,68,Normal,104281244.0832635,High
40,151240,27211,451798,2,High,10.244431164382132,4.029283218593332,56,Luxury,15358735.281139027,High
32,22397,15921,3313177,4,Medium,13.266511324940605,6.545481579395771,53,Aggressive,18085368.747970674,Low
55,261286,26113,461453,5,Low,6.740366143422175,4.431217274330459,67,Luxury,13180810.210536804,High
34,99327,41069,2762341,3,Medium,7.9777241802895835,5.967882160211236,63,Normal,66174210.834771335,Low
26,188441,76407,3096651,0,High,7.217887818597538,4.842203650579763,70,Aggressive,183588127.9169522,Medium
48,226401,91864,1502746,5,Low,13.966073202833734,5.457081998436093,69,Aggressive,84111884.06777619,Medium
39,142128,48495,3810125,2,Medium,9.219302388312666,5.089333055693915,51,Luxury,26395011.05280964,Low
25,279389,204670,1422926,5,Medium,11.161518318558587,7.326599109177851,65,Luxury,1038652241.1254833,High
35,146026,99676,1195685,3,High,13.543425713440916,4.70128977986095,66,Aggressive,124229528.51129586,Medium
37,84856,56126,1969453,3,Low,9.710925399014059,6.933431855011361,64,Luxury,102884507.33682951,Medium
50,131436,89313,459748,1,Low,6.574457164050556,4.845506505518658,66,Normal,57125904.00882541,High
28,201628,144700,496889,2,High,13.562199709634697,4.579968391697278,60,Luxury,181945779.22000623,High
58,205957,137584,1742134,3,Medium,8.423262894776366,5.370879717674795,67,Normal,66095918.0792899,Medium
51,103984,19733,3389504,2,High,8.203710194773599,4.258790549695059,57,Normal,7603095.861876932,Low
46,103528,59864,2715575,1,High,7.656390501238497,4.640823113010432,62,Aggressive,37111229.42552496,Low
40,270028,17677,4430580,2,Low,8.976456367474617,5.167510791119328,55,Luxury,11291554.565682648,Medium
50,129725,39556,3768513,2,High,9.340934467182347,4.827791856441425,55,Normal,15021586.793711182,Low
22,173474,54074,2732785,1,Low,7.958601390805407,5.302384439567149,56,Normal,93974220.76414843,Medium
36,29721,18250,2895877,4,Medium,7.116572166974286,5.540450727766537,55,Aggressive,15252606.649520965,Low
49,111367,79085,3072842,4,High,10.91933998073278,6.221962465749616,59,Luxury,43386896.09712159,Low
51,209629,69483,2018539,2,Low,10.551849887673395,6.735095872460574,62,Normal,42695244.57628478,Medium
23,218670,124950,2370133,4,High,9.067986974509687,6.055965547096078,69,Aggressive,560366566.7001448,Medium
35,50824,34820,3996187,3,Low,11.684810028309329,7.2923817587463144,58,Normal,52727162.9390806,Low
47,35242,18503,2720879,4,Medium,10.778062174230547,5.329678297616455,68,Aggressive,16516929.543698471,Low
31,87870,18175,165989,5,Medium,12.229900946760207,7.945479135129236,61,Aggressive,54041752.62240697,High
46,263401,101527,4767226,0,Low,11.585747362354397,4.098892220083281,63,Normal,60295741.89907966,Medium
22,221925,108212,876069,0,Medium,7.655991870888358,4.994263585054139,50,Luxury,127066974.53171018,High
51,84304,55027,4546665,0,High,10.105781563563513,4.269998356861198,58,Aggressive,22121402.50270015,Low
51,297762,95704,2632626,0,High,9.396012891762112,7.1065337755629265,63,Aggressive,65439944.3236148,Medium
34,214322,80896,545740,2,High,8.132798363456214,5.377276051407188,55,Aggressive,72901192.52061667,High
59,100418,37167,2571885,1,Low,7.554850912655073,5.886206164078363,64,Aggressive,14841428.453969859,Low
39,103543,76766,1952555,3,Medium,8.750115722224486,4.988656294382775,48,Luxury,35692055.77973845,Medium
29,260510,204784,1766311,2,Medium,10.909681615532893,7.105920988111237,49,Normal,242486115.46607706,Medium
28,166189,41809,820249,0,High,8.396142866607647,4.147609866160194,45,Normal,25028179.63606188,High
55,132963,10707,1183962,5,Low,6.271729497568302,5.927204393803784,70,Normal,7619065.671254442,Medium
43,295428,88162,2341797,3,Medium,11.65140151909543,4.358066516160045,61,Luxury,56999510.13927028,Medium
44,111288,30612,4111065,4,Low,13.326196809413606,5.688120208208975,67,Normal,32780452.94820561,Low
28,125887,10243,1397404,2,Medium,13.423699630788686,6.930657811545778,51,Normal,14351586.505254861,Medium
55,216319,47602,1642519,5,High,8.308065406083951,5.688675113608951,65,Normal,24833103.12381265,Medium
49,221461,64540,2381785,3,Low,8.901435907713577,7.839632656395789,55,Aggressive,30452336.119386893,Medium
60,258910,114791,2270820,2,Medium,7.055166859488623,4.792526579334962,68,Aggressive,50080837.805517584,Medium
41,244533,65390,404521,4,High,7.993530768298886,6.948224603646483,61,Aggressive,75180321.93902452,High
54,146881,53049,4474801,5,High,8.86789364493195,6.974032427305678,60,Normal,23848916.796510346,Low
27,62158,24158,464170,2,Medium,8.756182581456564,7.135217641582818,45,Aggressive,25058948.48396988,Medium
33,56861,22303,2209390,1,High,9.920622329679393,5.640753123942888,51,Aggressive,17965997.515339244,Low
32,253543,185963,718094,0,Medium,7.607764355958777,7.978229750350204,60,Luxury,478587649.15322465,High
51,279337,177284,1760418,0,Medium,13.827422605709202,7.990558942757593,63,Luxury,133788956.05271842,Medium
32,169482,21989,1544385,0,Low,8.141247603806669,5.508428335593542,51,Normal,18271855.666790403,Medium
50,158375,118918,370499,2,Medium,7.572942865290985,7.984010445296501,69,Normal,153531839.92677763,High
59,221533,168555,967324,0,Medium,11.162225365370894,5.006365300373654,68,Aggressive,78488048.11345859,High
44,294164,59415,289195,5,High,11.647464637290451,5.1840075425364525,53,Normal,28090843.36197514,High
49,27051,20127,2326278,4,Low,7.338004367016102,4.693436772614199,63,Luxury,11475528.452900974,Low
36,233483,130327,4289831,0,Medium,12.949915784514936,6.5085262312749546,64,Aggressive,228516815.2911477,Medium
60,102581,68930,4328459,1,Low,13.011242420403658,4.900913374141833,65,Normal,26267931.876480386,Low
23,138868,57427,4245134,4,Medium,9.529887766579925,7.0439107392154625,59,Normal,199741452.51063764,Low
33,73407,32666,2809527,3,Low,7.16143358879707,6.964488600874516,69,Luxury,110622508.25716619,Low
29,191829,96483,3903991,3,Low,10.573625861589804,4.1843889476588165,66,Normal,131907674.03328477,Medium
39,82732,54245,2376803,4,Medium,9.628179529830927,6.186299175083264,58,Luxury,50907548.3412182,Low
23,55423,31708,675165,5,High,13.782356186994356,7.060815755494984,64,Luxury,156006459.20462275,Medium
40,226493,15141,3381980,0,High,11.641504961947064,7.7903019809085965,66,Normal,31940941.876429915,Medium
25,33853,22487,4327093,0,High,7.022974850441074,6.273568884784471,50,Aggressive,30880505.983607467,Low
54,105692,48700,2972839,3,High,10.43694335625225,6.323760731197755,62,Normal,23861231.34927304,Low
23,49496,29977,1882592,2,Low,10.39000347459455,7.83934317784905,53,Luxury,86541903.49061635,Low
27,120534,94854,362651,0,Low,6.59046101264413,7.7833798971376975,49,Normal,148018658.75722575,High
33,244009,149386,4938816,2,Low,13.19467221474355,7.566093400022515,50,Aggressive,154850598.34929192,Medium
51,173176,33555,1869640,1,Low,9.888146659152298,5.793020400171152,61,Luxury,17678632.27769146,Medium
60,189653,48478,318905,2,Medium,13.603604223074754,5.170537098869605,65,Aggressive,18712697.982321557,High
41,101464,51789,1285061,3,Low,6.09789065929144,6.009838951969639,65,Aggressive,63047369.83575154,Medium
24,46998,29865,1975004,3,High,9.870803041358618,4.867393804746708,48,Normal,28032070.19413092,Low
53,236817,182689,554605,2,Low,13.070592343630105,4.052511970338106,66,Luxury,91858014.10411592,High
31,274639,219172,1426031,3,Medium,13.81260478394191,5.818683246659408,62,Aggressive,379611421.984575,High
48,136905,32473,4224707,1,Low,9.84635373656588,6.502188166625988,59,Aggressive,19479935.103630133,Low
35,271957,62123,1081526,5,Low,7.3107933810624175,5.388747299275799,52,Luxury,45485795.47343176,High
30,240498,63263,4074003,5,High,7.070767380877889,7.4152719942472185,47,Luxury,64031487.345609345,Medium
35,46834,34076,1794994,2,Low,11.5030233765901,5.314804168674982,67,Aggressive,53608227.64612993,Low
48,194326,147273,265831,4,Low,12.045527449703659,4.387933372902262,68,Normal,104291852.62841792,High
41,235465,150150,3650167,1,High,8.11960525375194,5.806388613722527,68,Normal,206760539.207866,Medium
35,161631,19802,3010972,3,Low,10.239290631551079,7.87551853175113,59,Luxury,36642054.94105142,Medium
28,296886,236106,966398,5,High,13.235824177623758,4.361173164542553,59,Normal,266033180.60369277,High
28,253445,37141,746068,2,Medium,12.707239666750677,7.029216088719365,68,Luxury,168681956.3544711,High
39,98676,68441,1556435,3,Low,8.034117371336926,7.192231783577531,49,Aggressive,41121669.01068848,Medium
42,293396,229196,1289033,0,Medium,8.139552749319233,4.254488333599202,57,Aggressive,128454613.32036445,High
58,123317,69724,4863918,1,Low,7.604946950864419,4.912473230288281,70,Luxury,37190246.13138685,Low
35,173921,119703,1300093,4,High,10.37393331704821,5.135071850871555,60,Luxury,125578903.19910094,Medium
51,213529,152093,3632939,4,Low,11.249080433082728,5.623700671973506,65,Aggressive,98149884.84737156,Medium
38,106946,61598,1150617,4,Medium,8.39932097491267,4.998203545361115,65,Luxury,68960169.2930678,Medium
57,107292,68329,2382821,5,Medium,13.29059647726034,6.469332845671626,70,Luxury,46306850.588359475,Medium
60,295604,210936,1277242,5,Low,9.753687984605076,7.606851511498066,68,Luxury,113760464.51806015,High
51,40860,18512,484138,3,Medium,8.014342597076265,4.1251696961203645,64,Luxury,9392884.561980017,Medium
25,209019,62979,844592,1,Medium,8.396887203049657,4.828149874592372,59,Luxury,93878540.11454658,High
47,208872,64196,1052800,0,Medium,9.780430596719562,4.852999110405423,54,Luxury,26834605.981672302,High
48,75039,19617,2968686,1,High,9.26334510367426,7.232765343373215,54,Normal,8947853.845824413,Low
33,25661,19192,4774529,4,Low,9.821219316348001,7.26204892976903,57,Luxury,30970457.22797273,Low
55,35641,26614,1216886,0,Medium,9.298341246627398,7.32899006017011,67,Luxury,18656746.928920574,Low
53,261775,207480,4090440,3,Medium,6.543043757521764,4.093966134046729,63,Normal,92972188.73753648,Medium
27,167963,34987,2604463,3,Low,8.164403957127679,6.380802521078909,61,Normal,85976324.74008068,Medium
25,228924,44664,2007628,4,Low,10.331556542572596,5.0946910937330205,49,Luxury,44158828.31209197,Medium
38,31047,11159,3089768,5,Low,10.665745441085345,4.654028103263956,50,Luxury,5778537.269760764,Low
31,87139,51019,3234488,4,High,10.40330435233404,7.931193956497081,67,Normal,238860603.30991268,Low
35,206915,107045,2217407,4,High,11.51020372184842,4.38742580800259,48,Aggressive,56119537.80028605,Medium
34,36400,15591,4239268,1,Low,13.94383605141724,4.96482804831183,67,Normal,23144115.176903486,Low
42,244675,117040,1515725,2,Low,6.0985910795165665,5.660201232186573,52,Luxury,60893354.97829865,Medium
55,129253,13484,319061,3,Low,6.09251365791041,4.16612177026623,65,Luxury,6084220.571266426,High
34,175925,120971,4651175,5,Medium,13.268509256850535,6.52701615211504,65,Aggressive,257664841.47516057,Low
